day,count,w1,w2,w3,species,replicate,jar,community_composition,prey_richness,prey_composition
6,67,0.3015,5.641,0.3549,Colpidium,5,5,Colpidium,1,Colpidium
6,10,0.0843,2.088,0.3055,Collodictyon,1,6,Collodictyon,1,Collodictyon
6,9,0.0843,2.1022,0.2938,Collodictyon,2,7,Collodictyon,1,Collodictyon
6,25,0.0843,2.9947,0.2765,Collodictyon,3,8,Collodictyon,1,Collodictyon
6,7,0.0843,3.4998,0.2533,Collodictyon,4,9,Collodictyon,1,Collodictyon
6,62,0.0843,1,1,Collodictyon,5,10,Collodictyon,1,Collodictyon
6,60,0.3069,1,1,Paramecium,1,11,Paramecium,1,Paramecium
6,64,0.2924,1,1,Paramecium,2,12,Paramecium,1,Paramecium
6,67,0.3076,1,1,Paramecium,3,13,Paramecium,1,Paramecium
6,55,0.3033,1,1,Paramecium,4,14,Paramecium,1,Paramecium
6,59,0.3333,1,1,Paramecium,5,15,Paramecium,1,Paramecium
6,63,0.315,5.4006,0.3313,Colpidium,1,16,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
6,42,0.0843,5.4006,0.3313,Collodictyon,1,16,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
6,80,0.2904,5.16,0.3133,Colpidium,2,17,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
6,59,0.0843,1,1,Collodictyon,2,17,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
6,94,0.268,4.1632,0.3242,Colpidium,3,18,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
6,23,0.0843,4.1632,0.3242,Collodictyon,3,18,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
6,84,0.2709,3.7556,0.265,Colpidium,4,19,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
6,134,0.0843,1,1,Collodictyon,4,19,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
6,84,0.2892,2.9245,0.3047,Colpidium,5,20,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
6,28,0.0843,2.9245,0.3047,Collodictyon,5,20,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
6,46,0.2948,4.963,0.31,Colpidium,1,21,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
6,42,0.31,1,1,Paramecium,1,21,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
6,99,0.2672,5.6197,0.3423,Colpidium,2,22,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
6,37,0.3423,1,1,Paramecium,2,22,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
6,66,0.2788,5.3437,0.3119,Colpidium,3,23,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
6,15,0.3119,1,1,Paramecium,3,23,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
6,54,0.2775,4.6885,0.2808,Colpidium,4,24,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
6,39,0.2808,1,1,Paramecium,4,24,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
6,36,0.2549,5.1831,0.2943,Colpidium,5,25,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
6,32,0.2943,1,1,Paramecium,5,25,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
6,14,0.0843,1,1,Collodictyon,1,26,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
6,80,0.2691,1,1,Paramecium,1,26,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
6,10,0.0843,1,1,Collodictyon,2,27,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
6,83,0.2984,1,1,Paramecium,2,27,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
6,19,0.0843,1,1,Collodictyon,3,28,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
6,93,0.2944,1,1,Paramecium,3,28,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
6,24,0.0843,1,1,Collodictyon,4,29,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
6,17,0.2799,1,1,Paramecium,4,29,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
6,47,0.0843,1,1,Collodictyon,5,30,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
6,71,0.2925,1,1,Paramecium,5,30,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
6,50,0.2713,5.3742,0.3218,Colpidium,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,6,0.0843,1,1,Collodictyon,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,39,0.3218,1,1,Paramecium,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,67,0.3122,5.8006,0.3212,Colpidium,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,12,0.0843,1,1,Collodictyon,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,33,0.3212,1,1,Paramecium,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,76,0.2877,4.8644,0.3403,Colpidium,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,8,0.0843,1,1,Collodictyon,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,35,0.3403,1,1,Paramecium,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,36,0.28,5.0053,0.317,Colpidium,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,34,0.0843,1,1,Collodictyon,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,48,0.317,1,1,Paramecium,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,49,0.341,5.1437,0.3082,Colpidium,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,11,0.0843,1,1,Collodictyon,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,32,0.3082,1,1,Paramecium,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,85,0.3119,1,1,Colpidium,1,1,Colpidium,1,Colpidium
10,89,0.3156,4.2897,0.3419,Colpidium,2,2,Colpidium,1,Colpidium
10,21,0.308,2.0683,0.3312,Colpidium,3,3,Colpidium,1,Colpidium
10,45,0.3237,4.4048,0.3326,Colpidium,4,4,Colpidium,1,Colpidium
10,62,0.312,3.9415,0.3494,Colpidium,5,5,Colpidium,1,Colpidium
10,12,0.0843,2.6839,0.3252,Collodictyon,1,6,Collodictyon,1,Collodictyon
10,45,0.0843,1,1,Collodictyon,2,7,Collodictyon,1,Collodictyon
10,31,0.0843,1.813,0.3573,Collodictyon,3,8,Collodictyon,1,Collodictyon
10,50,0.0843,1,1,Collodictyon,4,9,Collodictyon,1,Collodictyon
10,37,0.0843,1,1,Collodictyon,5,10,Collodictyon,1,Collodictyon
10,84,0.3144,1,1,Paramecium,1,11,Paramecium,1,Paramecium
10,65,0.3243,1,1,Paramecium,2,12,Paramecium,1,Paramecium
10,83,0.3022,1,1,Paramecium,3,13,Paramecium,1,Paramecium
10,54,0.3097,1,1,Paramecium,4,14,Paramecium,1,Paramecium
10,53,0.2996,1,1,Paramecium,5,15,Paramecium,1,Paramecium
10,90,0.2944,3.6943,0.314,Colpidium,1,16,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
10,8,0.0843,3.3274,0.2944,Collodictyon,1,16,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
10,14,0.3372,3.426,0.3478,Colpidium,2,17,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
10,25,0.0843,1,1,Collodictyon,2,17,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
10,27,0.3195,3.1706,0.3152,Colpidium,3,18,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
10,43,0.0843,3.1706,0.3152,Collodictyon,3,18,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
10,64,0.3414,3.4974,0.3166,Colpidium,4,19,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
10,29,0.0843,1,1,Collodictyon,4,19,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
10,20,0.3196,3.412,0.35,Colpidium,5,20,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
10,45,0.0843,1,1,Collodictyon,5,20,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
10,79,0.3083,3.6736,0.3455,Colpidium,1,21,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
10,54,0.3455,1,1,Paramecium,1,21,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
10,20,0.2998,3.9977,0.333,Colpidium,2,22,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
10,29,0.333,1,1,Paramecium,2,22,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
10,54,0.319,3.8179,0.3404,Colpidium,3,23,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
10,15,0.3404,1,1,Paramecium,3,23,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
10,24,0.2815,3.9324,0.3318,Colpidium,4,24,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
10,30,0.3318,1,1,Paramecium,4,24,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
10,20,0.2815,4.0897,0.3527,Colpidium,5,25,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
10,46,0.3527,1,1,Paramecium,5,25,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
10,3,0.0843,1,1,Collodictyon,1,26,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
10,128,0.3168,1,1,Paramecium,1,26,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
10,36,0.0843,1,1,Collodictyon,2,27,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
10,98,0.3005,1,1,Paramecium,2,27,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
10,25,0.0843,1,1,Collodictyon,3,28,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
10,84,0.3379,1,1,Paramecium,3,28,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
10,29,0.0843,1,1,Collodictyon,4,29,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
10,103,0.3546,1,1,Paramecium,4,29,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
10,41,0.0843,1,1,Collodictyon,5,30,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
10,127,0.3406,1,1,Paramecium,5,30,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
10,11,0.3305,3.3393,0.3171,Colpidium,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,14,0.0843,1,1,Collodictyon,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,27,0.3171,1,1,Paramecium,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,13,0.2934,3.5041,0.3422,Colpidium,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,41,0.0843,1,1,Collodictyon,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,49,0.3422,1,1,Paramecium,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,18,0.3105,4.3924,0.3444,Colpidium,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,91,0.0843,1,1,Collodictyon,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,41,0.3444,1,1,Paramecium,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,15,0.321,3.0604,0.2485,Colpidium,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,28,0.0843,1,1,Collodictyon,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,56,0.2485,1,1,Paramecium,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,21,0.3174,2.501,0.307,Colpidium,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,62,0.0843,1,1,Collodictyon,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
10,56,0.307,1,1,Paramecium,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,88,0.313,1,1,Colpidium,1,1,Colpidium,1,Colpidium
14,29,0.2843,3.3823,0.3778,Colpidium,2,2,Colpidium,1,Colpidium
14,20,0.2931,2.9245,0.3266,Colpidium,3,3,Colpidium,1,Colpidium
14,51,0.3206,2.7101,0.3071,Colpidium,4,4,Colpidium,1,Colpidium
14,26,0.3333,4.2281,0.3443,Colpidium,5,5,Colpidium,1,Colpidium
14,198,0.0843,1,1,Collodictyon,1,6,Collodictyon,1,Collodictyon
14,102,0.0843,1,1,Collodictyon,2,7,Collodictyon,1,Collodictyon
14,84,0.0843,1,1,Collodictyon,3,8,Collodictyon,1,Collodictyon
14,100,0.0843,1,1,Collodictyon,4,9,Collodictyon,1,Collodictyon
14,67,0.0843,1,1,Collodictyon,5,10,Collodictyon,1,Collodictyon
14,81,0.3144,1,1,Paramecium,1,11,Paramecium,1,Paramecium
14,50,0.2888,1,1,Paramecium,2,12,Paramecium,1,Paramecium
14,93,0.3275,1,1,Paramecium,3,13,Paramecium,1,Paramecium
14,50,0.2977,1,1,Paramecium,4,14,Paramecium,1,Paramecium
14,62,0.3104,1,1,Paramecium,5,15,Paramecium,1,Paramecium
14,43,0.3313,2.8483,0.3242,Colpidium,1,16,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
14,58,0.0843,4.7847,0.0655,Collodictyon,1,16,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
14,38,0.3069,2.2346,0.3103,Colpidium,2,17,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
14,16,0.0843,2.2346,0.3103,Collodictyon,2,17,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
14,26,0.3198,2.2493,0.3332,Colpidium,3,18,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
14,77,0.0843,2.2493,0.3332,Collodictyon,3,18,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
14,8,0.3104,1.7321,0.3032,Colpidium,4,19,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
14,49,0.0843,1,1,Collodictyon,4,19,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
14,35,0.32,2.344,0.3317,Colpidium,5,20,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
14,4,0.0843,2.344,0.3317,Collodictyon,2,20,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
14,42,0.2987,3.8964,0.2955,Colpidium,1,21,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
14,33,0.2955,1,1,Paramecium,1,21,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
14,36,0.4355,1.612,0.3246,Colpidium,2,22,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
14,21,0.3246,1,1,Paramecium,2,22,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
14,59,0.3171,2.0451,0.3278,Colpidium,3,23,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
14,16,0.3278,1,1,Paramecium,3,23,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
14,12,0.3372,1.7238,0.3127,Colpidium,4,24,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
14,35,0.3172,1,1,Paramecium,4,24,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
14,46,0.311,1,1,Colpidium,5,25,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
14,26,0.311,1,1,Paramecium,5,25,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
14,12,0.0843,1,1,Collodictyon,1,26,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
14,95,0.3146,1,1,Paramecium,1,26,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
14,17,0.0843,1,1,Collodictyon,2,27,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
14,109,0.3296,1,1,Paramecium,2,27,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
14,50,0.0843,1,1,Collodictyon,3,28,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
14,99,0.3116,1,1,Paramecium,3,28,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
14,17,0.0843,1,1,Collodictyon,4,29,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
14,115,0.3609,1,1,Paramecium,4,29,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
14,70,0.0843,1,1,Collodictyon,5,30,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
14,85,0.324,1,1,Paramecium,5,30,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
14,30,0.3036,1,1,Colpidium,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,13,0.0843,1,1,Collodictyon,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,38,0.3036,1,1,Paramecium,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,49,0.3181,1,1,Colpidium,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,49,0.0843,1,1,Collodictyon,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,33,0.3181,1,1,Paramecium,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,28,0.2961,1,1,Colpidium,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,79,0.0843,1,1,Collodictyon,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,50,0.2961,1,1,Paramecium,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,40,0.3074,1,1,Colpidium,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,112,0.0843,1,1,Collodictyon,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,55,0.3074,1,1,Paramecium,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,28,0.316,1,1,Colpidium,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,141,0.0843,1,1,Collodictyon,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
14,37,0.316,1,1,Paramecium,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,19,0.3335,2.3026,0.3307,Colpidium,1,1,Colpidium,1,Colpidium
18,18,0.3473,3.431,0.309,Colpidium,2,2,Colpidium,1,Colpidium
18,21,0.3136,2.0583,0.3004,Colpidium,3,3,Colpidium,1,Colpidium
18,58,0.3412,2.7507,0.3013,Colpidium,4,4,Colpidium,1,Colpidium
18,31,0.3131,3.5629,0.3128,Colpidium,5,5,Colpidium,1,Colpidium
18,120,0.0843,1,1,Collodictyon,1,6,Collodictyon,1,Collodictyon
18,73,0.0843,2.1481,0.2434,Collodictyon,2,7,Collodictyon,1,Collodictyon
18,17,0.0843,2.9464,0.2874,Collodictyon,3,8,Collodictyon,1,Collodictyon
18,35,0.0843,1.927,0.2828,Collodictyon,4,9,Collodictyon,1,Collodictyon
18,6,0.0843,1.8364,0.312,Collodictyon,5,10,Collodictyon,1,Collodictyon
18,61,0.3227,1,1,Paramecium,1,11,Paramecium,1,Paramecium
18,103,0.2715,1,1,Paramecium,2,12,Paramecium,1,Paramecium
18,44,0.2844,1,1,Paramecium,3,13,Paramecium,1,Paramecium
18,72,0.3075,1,1,Paramecium,4,14,Paramecium,1,Paramecium
18,52,0.2906,1,1,Paramecium,5,15,Paramecium,1,Paramecium
18,28,0.2799,2.9546,0.3404,Colpidium,1,16,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
18,34,0.0843,7.7065,0.0572,Collodictyon,1,16,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
18,19,0.3063,2.5409,0.2865,Colpidium,2,17,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
18,18,0.0843,2.5409,0.2865,Collodictyon,2,17,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
18,10,0.2799,3.7782,0.2744,Colpidium,3,18,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
18,46,0.0843,3.7782,0.2744,Collodictyon,3,18,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
18,19,0.3107,1.8462,0.3068,Colpidium,4,19,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
18,10,0.0843,1.8462,0.3068,Collodictyon,4,19,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
18,24,0.2798,2.8469,0.3276,Colpidium,5,20,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
18,10,0.0843,2.8469,0.3276,Collodictyon,5,20,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
18,30,0.2726,3.7922,0.2657,Colpidium,1,21,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
18,30,0.2657,1,1,Paramecium,1,21,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
18,17,0.3165,1,1,Colpidium,2,22,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
18,55,0.3165,1,1,Paramecium,2,22,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
18,35,0.3154,2.6138,0.2707,Colpidium,3,23,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
18,11,0.3792,1,1,Paramecium,3,23,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
18,9,0.3031,2.5525,0.2882,Colpidium,4,24,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
18,25,0.2882,1,1,Paramecium,4,24,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
18,9,0.3223,1.8975,0.3014,Colpidium,5,25,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
18,27,0.3014,1,1,Paramecium,5,25,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
18,90,0.0843,1,1,Collodictyon,1,26,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
18,62,0.2725,1,1,Paramecium,1,26,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
18,115,0.0843,1,1,Collodictyon,2,27,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
18,80,0.2979,1,1,Paramecium,2,27,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
18,103,0.0843,1,1,Collodictyon,3,28,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
18,74,0.2777,1,1,Paramecium,3,28,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
18,8,0.0843,2.3449,0.3414,Collodictyon,4,29,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
18,112,0.3414,1,1,Paramecium,4,29,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
18,98,0.0843,1,1,Collodictyon,5,30,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
18,76,0.2985,1,1,Paramecium,5,30,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
18,7,0.2893,1,1,Colpidium,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,36,0.0843,1,1,Collodictyon,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,37,0.2893,1,1,Paramecium,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,15,0.3164,1,1,Colpidium,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,97,0.0843,1,1,Collodictyon,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,42,0.3164,1,1,Paramecium,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,22,0.3168,1,1,Colpidium,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,199,0.0843,1,1,Collodictyon,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,63,0.3168,1,1,Paramecium,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,14,0.2914,1,1,Colpidium,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,37,0.0843,1,1,Collodictyon,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,48,0.2914,1,1,Paramecium,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,28,0.3245,1,1,Colpidium,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,105,0.0843,1,1,Collodictyon,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
18,38,0.3245,1,1,Paramecium,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
22,5,0.3054,2.8262,0.3094,Colpidium,1,1,Colpidium,1,Colpidium
22,28,0.295,3.0131,0.3247,Colpidium,2,2,Colpidium,1,Colpidium
22,6,0.308,2.9996,0.3258,Colpidium,3,3,Colpidium,1,Colpidium
22,43,0.3028,3.779,0.3232,Colpidium,4,4,Colpidium,1,Colpidium
22,26,0.317,3.6268,0.3207,Colpidium,5,5,Colpidium,1,Colpidium
22,110,0.0843,1,1,Collodictyon,1,6,Collodictyon,1,Collodictyon
22,117,0.0843,1.2261,0.343,Collodictyon,2,7,Collodictyon,1,Collodictyon
22,33,0.0843,1.2492,0.324,Collodictyon,3,8,Collodictyon,1,Collodictyon
22,16,0.0843,1.9782,0.3221,Collodictyon,4,9,Collodictyon,1,Collodictyon
22,125,0.0843,1,1,Collodictyon,5,10,Collodictyon,1,Collodictyon
22,43,0.3166,1,1,Paramecium,1,11,Paramecium,1,Paramecium
22,59,0.3142,1,1,Paramecium,2,12,Paramecium,1,Paramecium
22,51,0.3311,1,1,Paramecium,3,13,Paramecium,1,Paramecium
22,38,0.3144,1,1,Paramecium,4,14,Paramecium,1,Paramecium
22,35,0.323,1,1,Paramecium,5,15,Paramecium,1,Paramecium
22,47,0.3118,1.629,0.3264,Colpidium,1,16,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
22,25,0.0843,6.6604,0.0135,Collodictyon,1,16,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
22,17,0.3357,2.0346,0.2944,Colpidium,2,17,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
22,8,0.0843,2.0346,0.2944,Collodictyon,2,17,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
22,28,0.2732,1.9221,0.3343,Colpidium,3,18,"Colpidium, Collodictyon",2,"Colpidium, Collodictyon"
