day,count,w1,w2,w3,species,replicate,jar,community_composition,prey_richness,prey_composition
2,3,0.3681,1,1,Paramecium,3,23,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
2,76,0.3257,4.8004,0.3369,Colpidium,4,24,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
2,9,0.3369,1,1,Paramecium,4,24,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
2,56,0.3125,4.9637,0.3122,Colpidium,5,25,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
2,10,0.3122,1,1,Paramecium,5,25,"Colpidium, Paramecium",2,"Colpidium, Paramecium"
2,24,0.0843,1,1,Collodictyon,1,26,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
2,89,0.3207,1,1,Paramecium,1,26,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
2,49,0.0843,1,1,Collodictyon,2,27,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
2,100,0.3454,1,1,Paramecium,2,27,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
2,59,0.0843,1,1,Collodictyon,3,28,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
2,21,0.3222,1,1,Paramecium,3,28,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
2,15,0.0843,3.8824,0.3297,Collodictyon,4,29,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
2,0,0.3297,1,1,Paramecium,4,29,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
2,32,0.0843,1,1,Collodictyon,5,30,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
2,94,0.3344,1,1,Paramecium,5,30,"Collodictyon, Paramecium",2,"Collodictyon, Paramecium"
2,75,0.3075,4.1854,0.3021,Colpidium,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,3,0.0843,1,1,Collodictyon,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,29,0.3021,1,1,Paramecium,1,31,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,78,0.3183,3.8321,0.3187,Colpidium,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,11,0.0843,1,1,Collodictyon,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,22,0.3187,1,1,Paramecium,2,32,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,56,0.3101,3.7111,0.3313,Colpidium,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,11,0.0843,1,1,Collodictyon,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,28,0.3313,1,1,Paramecium,3,33,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,69,0.2845,3.7912,0.3132,Colpidium,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,69,0.0843,1,1,Collodictyon,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,38,0.3132,1,1,Paramecium,4,34,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,72,0.3566,3.7374,0.3136,Colpidium,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,10,0.0843,1,1,Collodictyon,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
2,52,0.3136,1,1,Paramecium,5,35,"Colpidium, Collodictyon, Paramecium",3,"Colpidium, Collodictyon, Paramecium"
6,35,0.3,5.386,0.2124,Colpidium,1,1,Colpidium,1,Colpidium
6,74,0.3362,5.4784,0.2484,Colpidium,2,2,Colpidium,1,Colpidium
6,54,0.3166,5.9276,0.307,Colpidium,3,3,Colpidium,1,Colpidium
6,65,0.3047,5.3669,0.333,Colpidium,4,4,Colpidium,1,Colpidium
